frame,timestamp,green_x,green_y,red_x,red_y
423,28330014973680,267,117.5,274,153
424,28330046463537,267.5,114.5,274,150
425,28330078059693,267.667,114,273.667,148.667
426,28330108953174,268,111.5,273.667,146.667
427,28330140521466,266.5,110,274,146
428,28330170922305,268,110,274.667,144.333
429,28330188063444,266.125,109,275,143.5
430,28330217416899,266.222,109.111,275.5,143.5
431,28330233948864,265.667,108.833,276,143
432,28330251138441,265.333,110,276.5,143.5
433,28330267072059,265,109.5,277,143
434,28330281924354,265.25,109.75,277.667,144.333
435,28330297342056,266.111,110.556,278.333,144.667
436,28330312387239,268,111.5,0,0
437,28330342580745,267.333,112.667,280.333,145.667
438,28330360663995,268,113.5,281.333,146.667
439,28330375899501,267.5,114.5,282.333,147.667
440,28330390941228,268.25,116.125,283.333,148.667
441,28330404349104,270,118,284.333,149.667
442,28330421095557,270,119.5,285.5,151.5
443,28330437021075,269.2,120.8,286.667,152.333
444,28330454127789,269,123.5,288,154.5
445,28330469352549,272,125,289.5,156
446,28330498800504,271,128,290.5,157.5
447,28330530762645,273.5,132.5,294,162.5
448,28330547418486,274.3,134.7,295.5,164
449,28330562951721,276,138.5,297.333,166.667
450,28330578369504,276.5,140.5,298.5,169
451,28330594896285,277,144,300.333,171.667
452,28330610699547,279.8,146.8,302,174.5
453,28330639080678,279,149.5,303.5,176.5
454,28330670192886,282.7,156.3,307.25,182.25
455,28330701640299,283,160,308.333,184.667
456,28330734049371,286.636,166.455,312.5,191
457,28330765503939,290,173.5,315.5,197
458,28330796059731,291.5,182,318.5,203
459,28330828297947,294.25,186.417,321.667,209.333
460,28330858969893,295.8,190.8,323.5,212.5
461,28330890107886,297.625,196.25,326.333,218.667
462,28330920934758,300,204,329.333,224.667
463,28330951736547,302.5,210.5,331.5,230.5
464,28330969444065,303,212.5,332.75,233.75
465,28330999124571,304.909,216.727,334.333,236.667
466,28331030391786,307.429,223,336.5,242.5
467,28331061680223,309.8,228.8,338.5,248
468,28331096809167,311,236,340.5,253.5
469,28331125590357,311.571,236.286,341.667,256.333
470,28331155665954,313.2,240.2,343.667,261.333
471,28331186176062,315,246,345,266
472,28331202020472,318,247.5,345.667,268.333
473,28331222973066,317.8,250.8,347.333,269.667
474,28331249996853,317.5,252.5,348.5,271.5
475,28331281180179,318.444,255.889,349.5,274.5
476,28331311778928,319.5,258.5,0,0
477,28331343542187,320.3,262.7,352,281.5
478,28331373527820,320,268,352.333,283.333
479,28331390314827,319.8,268.2,0,0
480,28331406760770,320,271.5,0,0
481,28331437166874,318.538,274.615,352.333,288.667
482,28331453374974,319.333,276.667,352.667,291.333
483,28331467282485,319.667,280,353,293.5
484,28331483330151,319,284,353,295.5
485,28331499976353,319,286,352.667,297.667
486,28331531315712,320,285.5,352.5,299.5
487,28331561406861,318.083,288.417,352,303.5
488,28331577673929,317.909,290.364,351,305.5
489,28331593749999,317.333,292.556,351,307.5
490,28331609264037,317.5,294.5,350.333,310.333
491,28331624453130,317.667,296.667,349.667,312.667
492,28331641433511,316.714,299.143,349,315.5
493,28331670865887,316.444,302.222,348.25,318
494,28331703249876,315.333,306.333,346.5,323.5
495,28331734349043,313.2,312.8,0,0
496,28331764557021,311,316,345,331.5
497,28331782411716,311.667,318.667,344,334.5
498,28331796751848,312,321.5,343,337
499,28331811019161,312,323.5,342.5,339.5
500,28331827874019,310,328,341.333,342.333
501,28331843061033,309,328.25,340.667,343.667
502,28331873648793,308.444,330.222,340,346.5
503,28331905019958,307.667,334.667,338.667,350.667
504,28331936384643,305,339.5,337.5,354.5
505,28331969273424,304.5,342.5,336.5,358.5
506,28331999161614,303.667,344.333,335.667,360.333
507,28332014055651,303.5,346.5,335.333,362.333
508,28332029919015,303.333,348.333,335,364.5
509,28332062150238,302.714,353.143,334.667,368.333
510,28332077993460,301,355.5,334.333,370.333
511,28332092520027,0,0,334,372.5
512,28332110403558,301.75,358.5,333.667,374.333
513,28332141096861,302,361.5,333.5,376
514,28332171410625,302,365.5,333,380
515,28332186750864,299,367.5,333,381.5
516,28332203497506,299,370,332.667,383.333
517,28332217134531,299.667,370.667,332.5,385
518,28332234753084,299.5,372.5,332.5,386
519,28332249130395,299,376,332,387.5
520,28332264897045,300,375.5,0,0
521,28332280213524,298.714,377.143,332,390.5
522,28332311534334,297.667,378.333,0,0
523,28332329496921,0,0,331,393
524,28332359760600,296.545,382.455,330.5,395.5
525,28332374195448,298,383.5,329.667,396.667
526,28332388674900,296,385,329.5,398
527,28332406301526,295.5,386.5,328.5,399
528,28332419991174,296,387.5,328.5,400
529,28332453355911,293.667,388.667,327,401
530,28332483309900,292.5,391,326.5,403.5
531,28332515130237,291.5,392.5,325,405
532,28332545878944,292,393.5,324.5,406
533,28332578106036,289.2,394.8,0,0
534,28332593950635,288.875,396,0,0
535,28332610850772,288.455,396.636,322,409
536,28332625128804,287.5,396.5,322,410
537,28332639772038,287.5,398.5,322,411
538,28332655832637,288,399.5,320.5,412
539,28332672851844,286.455,400.364,320.5,413
540,28332703256220,285.25,400.75,320,413.5
541,28332733476726,286,403.5,0,0
542,28332763753986,284.444,404.556,318.5,417
543,28332794994768,283,406,0,0
544,28332813555945,283.091,406.364,317.5,418.5
545,28332843724503,284,407.5,316.5,420
546,28332874222704,281,409.5,316,421.5
547,28332905235120,282.25,410.125,315.5,422.5
548,28332937122849,282,411.5,0,0
549,28332968992029,280.75,413.25,314.5,425.5
550,28333000282383,280.5,414.4,314,426.5
551,28333029525597,279.833,414.5,0,0
552,28333046750058,280,416,313.5,428
553,28333062851751,279.5,416.5,313.333,428.667
554,28333092648627,280,417.5,312.5,430
555,28333124879148,278.778,418.222,312.5,431
556,28333139425479,278.769,418.615,312.5,431.5
557,28333157695866,280,419.5,312.5,432
558,28333187358822,280,419.5,312.5,432
559,28333203351192,280,419.5,312,432.5
560,28333218227247,280,419.5,312,432.5
561,28333232927019,278.222,419.889,311,433
562,28333248171408,278.3,420.2,311,433
563,28333264927635,278.444,420.222,311,433
564,28333281009699,277.5,420.5,311,433
565,28333296876654,278.154,420.538,311,433
566,28333311843024,278.444,420.222,311.5,433
567,28333326942909,278.444,420.222,311.5,433
568,28333357901595,278.583,420.083,312,433
569,28333374591159,278.667,419.667,312,433
570,28333390156551,280,419.5,311.5,433
571,28333406942505,280,419.5,311.5,433
572,28333421920620,280,419.5,311.333,432.667
573,28333437480801,280,419.5,311.5,432.5
574,28333452102003,280,419.5,311.5,432.5
575,28333482439338,279.667,419.667,311.5,432
576,28333499081301,278.846,418.462,311.5,432
577,28333515016890,278.778,418.222,311.5,432
578,28333530375219,279.333,418.167,311.5,432
579,28333546029144,279.75,417.5,311.333,432.333
580,28333561832595,279,417,311.333,432.333
581,28333579859523,279.5,416.5,311.5,432
582,28333592748486,279.429,416,311.5,432
583,28333623532239,280,414.8,311,432.5
584,28333655532477,280,414,311,431.5
585,28333686731787,279.25,413.5,310.667,431.333
586,28333701521631,280.333,412.5,310.5,431.5
587,28333717158087,280.444,411.889,310.5,431.5
588,28333734159744,282,411.5,310.5,431
589,28333749306177,282,411.5,311,431
590,28333765822212,282,411.5,311,430.5
591,28333781559081,280.571,411.143,311.5,430.5
592,28333797672789,280.714,411.143,311.5,430
593,28333813115925,280.615,410.615,0,0
594,28333827538137,280.556,410.222,311.5,429.5
595,28333843396452,282,409.5,311.5,429.5
596,28333858434858,281.5,408.5,311,429.5
597,28333890396513,281.444,408.222,311,429.5
598,28333921496544,281,407.286,311,429
599,28333953119160,281.909,406.364,310.5,429
600,28333983046203,281,406,310.5,428.5
601,28334014653051,281.667,402.667,310,427.5
602,28334045316978,282,404,309.333,426.667
603,28334078200089,281.857,400,308.333,426.667
604,28334109301713,281,399.5,308,426.5
605,28334139924924,282,400,307.5,425
606,28334172281373,282.333,395.167,306.333,423.667
607,28334202464889,284,393.5,305.333,422.667
608,28334217699855,0,0,304,422.5
609,28334235339468,286,389.5,302.667,421.667
610,28334265674886,285.5,386.5,302,420
611,28334299656249,285.667,382.167,300.333,416.667
612,28334327336568,287.667,378.333,298.5,413.5
613,28334359196244,290,375.5,297.5,411
614,28334389699764,292,371.5,295.5,406.5
615,28334406484098,291.25,368.5,295,404.5
616,28334421258093,293.75,366.5,294.333,402.667
617,28334436339186,294,366,294,400.5
618,28334451433806,293,363.5,0,0
619,28334468213199,294.667,362.5,293.5,398
620,28334483324721,296,361.5,293,396
621,28334500772634,295.333,360.556,293,396.5
622,28334530744281,294.875,359.75,292.5,395.5
623,28334549011131,0,0,292,395.5
624,28334578119237,295.444,360.222,291,395
625,28334609244189,295.5,360.5,291,396.5
626,28334640370761,293.667,362.333,289.333,398.333
627,28334671214832,292.714,365.143,288,400.5
628,28334702370348,291,370,286.333,403.333
629,28334718329562,290.714,369.143,285.5,404.5
630,28334732753016,289.667,370.333,284.667,405.667
631,28334749231413,290,371.5,284,406.5
632,28334780758314,287.5,372.5,283,407.5
633,28334812544550,285,375.5,281,410.5
634,28334844078795,283.667,378.556,278.5,413.5
635,28334873598732,284,379.5,278,414.5
636,28334904676299,280,382.5,275,418
637,28334937376917,278,386,273,420.5
638,28334968359579,276,387.5,270,422.5
639,28335000160611,273,390,269,423.5
640,28335031331706,271.333,388.833,267,424
641,28335062473128,269.909,388.636,266,424.5
642,28335078450594,269.8,388.3,266,423
643,28335093295356,269.5,388.5,266,423
644,28335110490684,272,387.5,266.333,422.667
645,28335125892375,271.5,386.5,267,422
