Basler_acA2040-55uc
Tracking height (px): 500 | Tracking width (px): 500
File creation timestamp:  2017-11-28 15:24:4
frame,cam_timestamp,green_x,green_y,red_x,red_y
617,95612200625304,348.154,178.538,357,143.5
618,95612216328774,345.5,180.5,355,145.5
619,95612231292336,343.5,182.5,353.333,147.333
620,95612247751968,340.5,184.4,351.333,149.333
621,95612263467669,338.3,186.3,349.333,151.333
622,95612295091932,336.625,188.25,347.5,153.5
623,95612310595386,333.2,190.8,345,155.5
624,95612325387228,332,191.5,342.5,157.5
625,95612340943062,330,193.5,340.5,159.5
626,95612355705285,325.167,196.167,338,161.5
627,95612371640280,322.571,197.857,335.333,164
628,95612387226894,319,200.5,332.667,166.667
629,95612403936600,316.5,202,330.333,168.333
630,95612433880896,313.889,204.444,328,170.5
631,95612449763025,310.833,206.167,325.5,172.5
632,95612466302685,308.625,208.25,323,174.5
633,95612481083376,304.6,210.2,320.667,176.667
634,95612496720372,304,211.5,317.667,179
635,95612513208003,300,214,315,181
636,95612528035755,298,215,312.5,183
637,95612560516404,294,218,309.667,185
638,95612575554486,290.556,218.667,306.5,187
639,95612590039338,286.75,220.667,304,189
640,95612605754391,284.231,222.231,301.5,191
641,95612622652962,280.25,224.5,298.5,193
642,95612637904803,277.667,226.556,295.667,195
643,95612669810973,274.818,228.545,292.8,196.8
644,95612684555727,271,230.5,290.5,198.5
645,95612701068252,270,231.5,287.5,200.5
646,95612715763623,265,233,284.667,202.667
647,95612731272450,264,236,281.667,204.667
648,95612746971438,259,237,279,206.5
649,95612762796030,258,240,276,208.5
650,95612777930124,256,241.5,273.333,210.333
651,95612794135227,252,242.5,270.5,212
652,95612825447046,248.75,244.667,268,213.5
653,95612856751926,243,247,262.667,216.667
654,95612871804642,242,250.333,260.333,218.333
655,95612887291977,239.5,250.5,258,219.5
656,95612918806485,238,252,255.667,220.667
657,95612935550967,234.556,253,253.667,221.667
658,95612949703638,233.143,254,252,222.5
659,95612966413776,231.2,254.8,249.667,223.667
660,95612981186475,229.5,255,247.667,224.667
661,95612997867534,227.5,256.5,246.333,225.333
662,95613012575487,228,257.5,244.667,225.667
663,95613028301934,225.222,257.889,243.5,226.5
664,95613059985624,223.667,258.333,242,226.5
665,95613074540514,223.2,258.8,240.667,227.667
666,95613091206021,223.5,260,239.667,227.667
667,95613106890942,221.5,260.5,238.667,227.667
668,95613122653704,222,259.5,238,227.5
669,95613138331146,222,260,237.5,227.5
670,95613154202583,219.25,258.5,236.667,227.333
671,95613184694655,220.286,259.571,236.333,226.667
672,95613200495028,219.5,258.5,236,226.5
673,95613215926365,219.333,258.556,235.5,225.5
674,95613230730546,220,257.857,0,0
675,95613247075698,220,257.286,235.5,224.5
676,95613263538408,220.462,256.385,235.5,223.5
677,95613278386221,222,255.5,236,222
678,95613294163185,221.167,255.167,236,222
679,95613324467715,221.667,254.556,236.333,221.333
680,95613356996262,223.5,252.5,237.5,219.5
681,95613388529346,225.667,250.333,238.5,217
682,95613403510269,228,250,239.5,215.5
683,95613419088162,228.5,248.667,240.667,214.667
684,95613449596110,229.5,246.5,241.5,213.5
685,95613465393999,231.333,246.667,242.667,211.667
686,95613481929906,233.5,246.5,244,210.5
687,95613496687269,234.7,244.5,245.5,209.5
688,95613513463287,236.667,242.667,246.667,207.667
689,95613528215709,240,241.5,248.333,206.333
690,95613545046375,242,239.5,250,204.5
691,95613558984774,242.636,238.636,252,202.5
692,95613590258955,244.636,236.364,253.5,201
693,95613606363348,247.333,234.667,255.5,199
694,95613621680583,249.667,232.556,257.667,197.667
695,95613637418289,252.182,230.727,259.5,195.5
696,95613654143115,254.556,228.778,262,193.5
697,95613669895752,257.5,228.5,264.5,191.5
698,95613700660956,260,225.6,266.667,189.667
699,95613731979633,266.5,222,271.5,185.5
700,95613747647571,269,219,274.5,183.5
701,95613763399425,271.818,217.455,277,181.5
702,95613778117935,274.615,214.692,279.667,179.667
703,95613793784010,276.444,212.889,282.5,177.5
704,95613809830191,280,210.5,285,175.667
705,95613842001177,282.25,210,288,173.5
706,95613856222104,285.2,207.8,290.5,171.5
707,95613872362650,287.5,205.5,293.5,169.5
708,95613887281284,289.5,203.5,296.333,167.333
709,95613903095508,292.4,201.4,298.5,165.5
710,95613918845769,298,199,301.5,163.5
711,95613935146128,299.5,197.5,304,161.5
712,95613965562600,302,195.5,306.667,159.667
713,95613982207506,305.5,193.5,309.333,158.333
714,95613996920238,306.833,192.833,312,156.5
715,95614012807686,309,191.5,314.667,154.667
716,95614028352693,311.5,189.5,317,153.667
717,95614043889330,314.286,187.143,319.5,152
718,95614060489335,316.385,186.231,321.667,150.667
719,95614075262844,319.077,185.154,324.333,149.333
720,95614106466150,322,184.286,326.667,147.667
721,95614122441105,324,182.182,328.667,146.667
722,95614137821898,326.6,182,330.667,145.667
723,95614153557795,327.75,180.5,333.333,144.333
724,95614168879323,330.2,180.2,335,143.5
725,95614184582658,331.333,178.667,337.333,142.333
726,95614200185499,332.571,177.857,339,141.5
727,95614215853545,334.5,176.5,340.667,140.667
728,95614230966741,335,175.5,342.667,139.667
729,95614262159004,337.667,174.556,344.5,139.5
730,95614278686001,338.857,174.571,346.333,138.333
731,95614293370599,342,174,347.667,137.667
732,95614310051766,341.636,172.636,349,137.5
733,95614325819361,342.769,172.231,350.667,136.667
734,95614356053691,348,172,352,136.5
735,95614372204200,346.333,171.333,353.5,136.5
736,95614387425396,345.909,170.909,354.667,135.667
737,95614403024727,346.75,170.625,355.5,135.5
738,95614419810168,346.786,170.714,356.5,135.5
739,95614434359172,348,170.846,357,135
740,95614450095123,347.8,170.933,358,135
741,95614466199462,348.143,170.571,358.5,136
742,95614497572193,348.526,170.947,359,136.5
743,95614513279686,348.692,171.231,359.5,136.5
744,95614527967362,348.429,171,359.5,137
745,95614544438388,348.625,171.75,359.5,137.5
746,95614559142264,347.778,172.556,359.5,138.5
747,95614575863337,346.571,172.5,359.333,138.667
748,95614590621699,346.429,173,359,139.5
749,95614621684335,345.692,174.077,358.667,140.667
750,95614637750901,344.667,174.667,358,141
751,95614653288564,343.154,176,357.5,142.5
752,95614669926207,342.625,177.25,356.5,143.5
753,95614700623560,341,178,356,144.5
754,95614731073971,338.5,180.5,353,147.5
755,95614747095150,337.143,182,352,149
756,95614763538150,336,184.5,350.667,150.667
757,95614778312064,334,185,349,152.5
758,95614793916039,332.25,186.333,347.5,153.5
759,95614810654473,332,187.5,346,155.5
760,95614826329350,328.571,189.857,344.667,156.667
761,95614840153620,326.333,190.889,342.667,158.667
762,95614871727987,324.385,192.462,340.667,159.667
763,95614887153600,322.7,194.5,338.667,161.667
764,95614903905561,322,195.5,337,163.5
765,95614918242453,320,197.5,335.25,165
766,95614934642226,316.385,198.615,333,166.5
767,95614949412549,313.9,200.3,330.667,168.667
768,95614965109161,311.5,202.5,328.5,170.5
769,95614980813090,309,202.5,326.667,171.667
770,95614996896828,308,206,324.5,173.5
771,95615028076158,306,207.5,322.5,175
772,95615044522722,302.462,208.385,320,177
773,95615059255029,300.231,210.231,317.667,178.667
774,95615075858166,297.5,212.5,315,180.5
775,95615091458226,295,214,312.5,182.5
776,95615106767199,294,215.5,310.5,184
777,95615123963580,292,217.5,308,185.5
778,95615153512083,288.625,218.625,305.333,187.333
779,95615168291802,285.667,220.556,302.75,189.25
780,95615185657257,282.364,222.545,300.667,190.667
781,95615200088244,280.625,224.25,298,192.5
782,95615216839287,280,226,295.5,193.5
783,95615232076035,276,228,293,195.5
784,95615262006318,273.5,228.5,290.333,197.333
785,95615277667506,270.364,230.545,288,198.5
786,95615294272668,270,231.5,285.333,200.333
787,95615309018286,266.429,233.143,282.667,201.667
788,95615325749430,264.1,234.6,280.667,202.667
789,95615356253031,261.5,236.5,278.333,204.333
790,95615372313873,259,238.6,276,205.5
791,95615388488844,258,239.6,274,206.5
792,95615403033906,255.667,240.556,271.333,208.333
793,95615419853556,253.2,242.8,269,209.5
794,95615435591775,251.5,244,267.5,210.5
795,95615450718066,249.889,244.444,265,211.5
796,95615466009813,248.429,245.143,263.5,212.5
797,95615481170637,246.5,246.333,261.5,213.5
798,95615496893493,246,248,259.5,214.5
799,95615528654349,243.8,248.2,258,214.5
800,95615544273309,242.417,248.75,256.5,215.5
801,95615559966114,242,249.5,255,215.5
802,95615574737706,240,252,253.5,216.5
803,95615590423869,238.818,250.545,252.667,216.667
804,95615606149506,237.667,250.667,251.5,217.5
805,95615622753804,237.286,251.143,250.333,217.333
806,95615638365717,238,252,249,217.5
807,95615668363311,235.5,253,248.5,217.5
808,95615684814924,236,251.5,247.333,217.333
809,95615700534999,236,251.5,246.667,217.667
810,95615715235230,233,251.5,246.333,217.333
811,95615731527948,233.25,250.5,246,218
812,95615747811702,234,252.25,245.333,216.667
813,95615762656788,233.818,250.909,245,216.5
814,95615794051740,233.5,250.5,245,216.5
815,95615810676855,234,250.333,244.667,215.667
816,95615825390694,236,250,244.667,215.333
817,95615840381067,234.444,248.778,244.667,214.667
818,95615856063747,234.583,248.25,245,213.5
819,95615872797213,235.75,248.5,245.5,213.5
820,95615903332107,236,247.286,245.5,212.5
821,95615919039573,236.5,246.5,246,211.5
822,95615935512381,238,245.5,246.667,210.667
823,95615949981897,237.667,244.333,247,209
824,95615966790936,240,243.5,248,208.5
825,95615981961372,240,242.5,249,207.5
826,95615997745248,242,241.5,249.667,206.667
827,95616029165202,242.364,240.727,250.667,205.667
828,95616044961849,244,240.5,252,204.5
829,95616060631947,244.75,238.417,253.5,203.5
830,95616076392549,246.714,237.143,254.667,201.667
831,95616090155259,248,238,255.667,200.667
832,95616105765795,249.333,234.667,257.5,199.5
833,95616122097987,252,233.5,259,197.5
834,95616138508371,254,231.5,260.333,196.333
835,95616169436817,254.5,230.5,262.667,194.667
836,95616184907655,256.5,228.5,264.5,193
837,95616199775934,258.444,226.556,266.333,191.333
838,95616215407260,259,225.5,268.333,190.333
839,95616231184359,264,223.5,270.333,188.333
840,95616246855051,264.364,222.182,272.333,186.333
841,95616261959796,266.636,220.545,274.333,185.333
842,95616294371136,268.5,218.5,276.5,183.5
843,95616310080654,270.556,216.778,278.667,181.667
844,95616326200923,272.571,215.857,281,180
845,95616355763142,278.154,212.077,285.667,176.667
846,95616372231954,280.357,210.5,288,175.5
847,95616387635913,282.5,208.5,290.5,173.5
848,95616403719732,284.667,206.8,292.667,171.667
849,95616419051736,286.786,204.929,295,170.5
850,95616450634257,288.714,203.857,297.5,168.5
851,95616466070319,290.733,202.333,299.5,167.5
852,95616481061448,293.571,200.643,302,165.5
853,95616496677843,296.111,198.778,304.333,164.333
854,95616512003232,298.667,197.833,306.667,162.667
855,95616528509007,300.2,196.4,308.5,161.5
856,95616544363002,302.083,194.333,311,160
857,95616559370547,304,193.273,313.5,158.5
858,95616590456295,306.167,192.333,315,157.5
859,95616606186630,307.7,190.9,317.333,156.333
860,95616621509913,309.625,190.625,319.5,155.5
861,95616637362558,311.667,188.556,321.333,154.333
862,95616654196275,314,188.5,323.667,152.667
863,95616668953503,315.333,186.667,325,152
864,95616700339788,316.875,185.75,327.5,151
865,95616716168430,318.417,184.75,329.333,150.333
866,95616731747970,322,183,330.667,149.667
867,95616746406135,321.8,182.8,332.5,148.5
868,95616762666237,323.5,182.5,334.5,147.5
869,95616778351050,324.571,181.857,336,147
870,95616793485252,326.455,180.818,337.5,146.5
871,95616809808075,327.667,180.333,338.667,145.667
872,95616840299202,328.571,179.857,340.333,145.333
873,95616856003050,330,180.25,341.5,144.5
874,95616872052525,330.9,178.7,342.667,144.667
875,95616888770952,331.909,178.364,343.667,144.333
876,95616902988720,334,177.5,345,143.5
877,95616935412993,0,0,346,143.5
878,95616949974336,336,178,346.5,143.5
879,95616966572235,335.667,178,347,144
880,95616982102284,335.5,178,348.333,143.333
881,95616997779105,336.455,177,348.667,143.667
882,95617013282127,338,177.5,349.5,143.5
883,95617027973853,338,177,349.5,143.5
884,95617043829441,336.667,178,350,144
885,95617075751379,336.857,178.571,350,144.5
886,95617090814247,337.444,178.444,350.333,144.667
887,95617107149031,335,180,350.333,145.333
888,95617123195590,336.571,179.857,350,145.5
889,95617136871495,338,179.5,350,146.5
890,95617154208789,335.667,180.667,350,147
891,95617170064944,336.5,182,349,147
892,95617184534460,334.9,182.4,348.667,148.667
893,95617216228248,334.455,182.636,348,149
894,95617230773148,333,184,347.333,150.333
895,95617246429800,332.625,185.25,346.5,151.5
896,95617263037068,331.8,186.2,345.5,152.5
897,95617278688509,332,187.5,344.5,153.5
898,95617294929333,329.667,188.333,343.5,154.5
899,95617309525830,330,189.5,342.333,155.667
900,95617325846628,327.333,190.667,341,157.5
901,95617340788239,326,194,339.5,158.5
902,95617371396762,326,193.5,338.5,159.5
903,95617387102095,323.333,194.667,336.667,160.667
904,95617403693892,321,196.429,335.333,162.333
905,95617418316498,319.25,197.5,333.5,163.5
906,95617434722292,318.385,198.615,332,165.5
907,95617449693738,316.556,200.444,330.333,166.333
908,95617482058611,315.5,202.5,328.667,167.667
909,95617496781684,313.5,202.5,326.667,169.667
910,95617513412901,311.5,204.5,325,170.5
911,95617528161840,309,205,323,172.5
912,95617543834611,308.2,206.8,321,173.5
913,95617559898828,305.667,208.333,319.5,175
914,95617576127016,303.2,210.8,317.5,176.5
915,95617607568840,304,212,315.5,177.5
916,95617623132315,300.455,212.818,313.333,179.333
917,95617638842103,298.385,214.385,311.5,180.5
918,95617653356574,296.625,216.25,309.333,182.333
919,95617669144986,296,217.5,307,183.5
920,95617684824210,292.455,218.818,305,185.5
921,95617700802297,289.889,220.444,303,186.5
922,95617732312107,288,224,300.667,187.667
923,95617747746846,285,223.5,298.5,189.5
924,95617763235585,283.667,224.333,296.667,190.667
925,95617777957740,281.5,226.5,294.333,192.333
926,95617794620385,279,226.5,292.333,193.333
927,95617809803808,277.667,228.333,290.333,194.333
928,95617825001217,275.5,230.5,288.333,195.667
929,95617841689161,274,233,286.333,197.333
930,95617873085058,271.667,232.333,284,198.5
931,95617888624260,270,236,282,199.5
932,95617904404761,268.4,234.7,280,200.5
933,95617919461662,267.667,235.333,278.5,201.5
934,95617934932095,266,237.5,276.333,202.667
935,95617949746428,262.778,238.333,274.5,203.5
936,95617981125315,261.5,240.5,272.667,204.667
937,95617997813637,259.8,240.2,271,205.5
938,95618012347494,258.1,240.6,269.5,206.5
939,95618028995505,258,241.5,267.667,207.667
940,95618045071197,255.333,242.667,266.25,208
941,95618060244360,253.5,244.5,264.667,208.667
942,95618075042385,254,243.5,263,210
943,95618090622546,251.5,244.5,262,209.5
944,95618107316268,250.583,244.917,261,210.5
945,95618138019291,250,245.5,259.667,210.667
946,95618152995138,247.333,245,258.667,210.667
947,95618168488737,247,248,0,0
948,95618184837912,246.714,245.857,256.667,211.667
949,95618200419261,245.75,246.417,256,211.5
950,95618216317023,245.333,246.167,255,211
951,95618231234739,244.455,246.364,254.5,211.5
952,95618262383343,243.909,246.364,254,211.5
953,95618278200753,243,246,253.5,212
954,95618310725547,244,245.5,253,211
955,95618340215730,244,245.5,252.667,210.667
956,95618356903890,242.714,245.143,252.5,210.5
957,95618372840775,242.333,244.5,252.5,210
958,95618387750121,242.6,244.5,252.5,209.5
959,95618403965592,244,243.5,252.5,209
960,95618418757380,241,244,253,208.5
961,95618435440869,243.333,242.667,253,207
962,95618449738476,243,242.333,0,0
963,95618465763786,243.4,241,254,206.5
964,95618481967107,244.385,240.615,254.5,205.5
965,95618513388249,246,239.5,255,205
966,95618529102681,245.909,238.636,256,204.5
967,95618543788494,248,237.5,256.5,203.5
968,95618559446982,247.5,238.5,257.5,202.5
969,95618576202993,248,238,258.5,201.5
970,95618606944869,249.333,234.833,259.5,200.5
971,95618622671073,250,236,260.5,199.5
972,95618637322488,251.5,232.5,261.5,198.5
973,95618653857207,254,231.5,263,196.5
974,95618669535486,253.667,230.333,264.5,195.5
975,95618684071800,255.5,230.5,265.667,194.667
976,95618699693676,256.286,227.857,267.5,193.5
977,95618715489810,258.333,226.667,268.5,192
978,95618732651955,260,226,270,190.5
979,95618747595294,261.25,224.125,272,189
980,95618779104915,262.692,222.538,273.333,188.333
981,95618793805983,266,221.5,275.5,186.5
982,95618810582784,266,222,276.5,186
983,95618825316090,267.667,218.333,278.667,183.667
984,95618841083712,270.143,216.286,280.667,182.667
985,95618856765042,272,216.5,282.333,181.333
986,95618872650222,273,214,284.5,179.5
987,95618887807158,275,212.7,286.333,178.333
988,95618919104802,278,211.5,288.5,177
989,95618934593649,278.5,210,290.333,175.333
990,95618950324902,280.5,208.5,292,174.5
991,95618967077079,284,207.5,294,172.5
992,95618981641149,284.571,205.857,296,171.333
993,95618997465390,286.583,204.417,297.667,170.667
994,95619027784068,290,203.5,300,168.5
995,95619043751787,290.625,202.25,301.5,167.5
996,95619060082791,292.083,200.333,303.5,166.5
997,95619075935031,293,199,305.333,165.333
998,95619090547755,295.909,198.364,307.333,164.333
999,95619107674179,298,198.5,309.333,163.333
1000,95619121731054,299.5,196.5,311,161.5
1001,95619138174216,301.2,194.8,312.667,160.667
1002,95619168777042,302.545,194.364,314.667,159.667
1003,95619184742655,306,193.5,316.667,158.667
1004,95619200399442,306.125,192,318,157.5
1005,95619216070107,307.667,192.333,320,156.5
1006,95619231892971,309.667,190.333,321.333,156.333
1007,95619263357691,311.667,190,322.667,155.667
1008,95619278286882,312.385,188.615,324.333,154.333
1009,95619294197604,314,190,325.5,153.5
1010,95619310426764,316,188.333,327.5,153.5
1011,95619325198410,316.6,186.6,328.5,152.5
1012,95619340660635,317.667,186.167,330,151.5
1013,95619356257401,320,186.5,331.5,151.5
1014,95619372940539,322,185.5,332.5,151
1015,95619387823857,321.5,184.7,333.5,150.5
1016,95619418310988,322.6,184.3,334.667,149.667
1017,95619433881024,324.429,184.429,336,149
1018,95619450515913,324.571,183.857,336.5,149.5
1019,95619465900972,326.5,183.75,337,150
1020,95619481788069,328,183.5,338,149
1021,95619497549940,327.667,184,338.667,148.667
1022,95619512336733,328.25,183.75,339.5,148.5
1023,95619528027324,328.545,182.818,340,148.5
1024,95619560463018,328.625,183.25,340.5,149
1025,95619590905194,330,184.25,341,150
1026,95619606527988,331,183,341.5,149.5
1027,95619622990266,330.375,184.25,341,149
1028,95619653747856,330.083,184.333,341.333,150.333
1029,95619668574636,329.5,184.5,341.5,150.5
1030,95619684039993,329.5,186.5,341.5,150.5
1031,95619700952010,330,186.4,341,151.5
1032,95619715796772,329.5,186.4,341,152.5
1033,95619732332679,329.667,188,340.5,153
1034,95619747058587,330,187.5,340,153
1035,95619763684674,327.667,188.333,339.333,154.333
1036,95619779421948,328.8,189.8,338.667,154.667
1037,95619809040759,326.778,190.333,338,155.5
1038,95619825693495,326.429,191,337.5,156.5
1039,95619841247169,325,192,336.5,157.5
1040,95619855902553,324.625,193.25,335.5,158.5
1041,95619871471104,323.333,194.556,334.667,159.667
1042,95619887919369,322.625,195.25,333.5,160.5
1043,95619903433812,321.333,196.444,332.5,161.5
1044,95619918745863,320.714,197.143,331.5,162.5
1045,95619950254701,319,198,330.5,163.5
1046,95619966896745,317.25,199.5,329,164.5
1047,95619982380300,316.538,200.615,327.5,166.5
1048,95619996926712,0,0,326.333,167.333
1049,95620013628912,314.444,202.778,325,168.5
1050,95620028795163,312.5,204.25,323.5,169.5
1051,95620044922236,311.5,206.5,322,170.5
1052,95620076263755,309.5,206.7,320.333,172.333
1053,95620090212387,308,210,319.5,173.5
1054,95620105881324,306.455,208.636,317.5,174.5
1055,95620122090018,304.667,210.5,315.667,175.667
1056,95620138684812,304,212,314.333,177.333
1057,95620153124628,301.8,212.5,312.333,178.333
1058,95620169489760,299.818,214.636,310.667,179.667
1059,95620184135100,298.2,215.3,309.333,180.667
1060,95620215442356,296.615,216.538,307.333,182.333
1061,95620232103192,296,217.5,305.667,183.333
1062,95620247807040,292.5,218.9,303.667,184.667
1063,95620263466338,290.7,220.5,302.5,185.5
1064,95620278281130,290,222,300.333,187.333
1065,95620310742366,287.5,222.5,298.333,188.333
1066,95620326366510,286,226,296.667,189.667
1067,95620356876510,282.125,226,293.5,191.5
1068,95620371431373,280.714,227.143,292,192.5
1069,95620387163787,278.538,228.615,289.667,193.667
1070,95620404040056,275,230,288,195.5
1071,95620418864595,275.333,230.667,286.333,196.333
1072,95620434245604,274,233,284.5,197.5
1073,95620466442051,271.667,232.333,283,198.5
1074,95620481979093,272,233.5,282,198.5
1075,95620496749578,268.667,234.5,280,199.5
1076,95620512299445,268,236,278.667,200.667
1077,95620528266462,266,238,277,201.5
1078,95620544488791,264.5,236.667,275.5,202.5
1079,95620559532246,264,237.5,274.5,203
1080,95620590125649,261.8,238.2,272.667,203.667
1081,95620606721145,260.385,238.615,271.5,204.5
1082,95620621525326,260,239.5,270.667,204.667
1083,95620637240406,257,239,269.5,205.5
1084,95620653049824,256.455,240.182,268.5,205.5
1085,95620669473708,255.909,240.364,267.333,206.333
1086,95620700263347,254.636,240.818,266,206.5
1087,95620716778113,254.25,240.875,265.5,206.5
1088,95620732724961,254,241.5,264.333,207.333
1089,95620746427731,251,241.5,0,0
1090,95620762150587,252,242.5,263,207.5
1091,95620778235324,252,241.5,262.5,207.5
1092,95620794483384,249,241.5,262,207.5
1093,95620825414557,249,240,261.5,207.5
1094,95620856823117,247,242,260.5,207.5
1095,95620872948543,248.714,241.143,260.5,207
1096,95620887676395,248.222,241.111,260,206.5
1097,95620904334828,247.909,240.364,260,206.5
1098,95620920011892,248.25,240.125,260,206.5
1099,95620935260412,248,242,260,205
1100,95620950257427,247.25,239.5,260,206
1101,95620982323815,247.857,239,260,204.5
1102,95620997950632,248.182,238.273,260.333,204.333
1103,95621013632205,248.286,237.857,260.5,203.5
1104,95621029292610,249,237,261,203.5
1105,95621044637304,249.091,236.636,261.5,202.5
1106,95621060265687,250,238,262,201
1107,95621075119602,250.714,235.143,262.5,201
1108,95621106414276,250.9,234.4,263,200.5
1109,95621122976913,252,234.5,264,199.5
1110,95621138780175,252.417,232.75,264.667,198.667
1111,95621152946184,254,231.5,265.5,197.5
1112,95621169081303,254.2,230.7,266,196.5
1113,95621184257193,256,229.5,267,195
1114,95621200840512,256.2,228.7,268,194.5
1115,95621232565026,257,230,269.667,193.333
1116,95621247576189,258.182,226.545,270.667,192.667
1117,95621262960600,260,226.5,272,191.5
1118,95621278918194,260.5,224.5,273,190.5
1119,95621295086145,261,223,274.333,189.333
1120,95621309840970,263.333,222.333,275.333,188.333
1121,95621325749208,264.636,220.818,277,186.5
1122,95621356335672,265,219.5,278.5,185.5
1123,95621372031339,267.5,218.5,279.667,184.667
1124,95621387805792,270,218,281,183.5
1125,95621403472380,270.667,216.5,283,182.5
1126,95621419923993,272.455,214.636,284.333,181.333
1127,95621434669935,274,216,285.667,179.667
1128,95621450046381,275.667,212.556,287.5,178.5
1129,95621466342528,278,211.5,289.5,177.5
1130,95621480733663,278.667,210.5,290.333,176.333
1131,95621512917771,280.714,209.143,292.5,175
1132,95621528659311,282,210,293.667,173.667
1133,95621544564795,283.667,206.556,295.5,172.5
1134,95621560179678,286,206.5,297,171.5
1135,95621574964446,287,204.7,298.667,170.667
1136,95621591438982,290,203.5,300.333,169.333
1137,95621623319664,290.5,202.667,301.667,168.667
1138,95621652718776,293.667,200.333,305.333,166.333
1139,95621668365438,296,200,306.5,165.5
1140,95621685887925,296.769,198.769,308.333,164.333
1141,95621700763224,300,197.5,309.5,163.5
1142,95621732223732,300.444,196.778,311.333,162.333
1143,95621763189465,303.667,196,314,160.5
1144,95621793590736,306.333,194.167,316.667,159.333
1145,95621809142331,307.556,192.889,318.333,158.333
1146,95621824947402,308.846,192.462,319.5,157.5
1147,95621841106902,310.333,192.167,320.5,157.5
1148,95621856569397,311.5,192.5,322,156.5
1149,95621888181861,312.385,190.615,323,155.5
1150,95621902976376,313.333,190.556,324.333,155.333
1151,95621919522354,316,189.5,325.5,154.5
1152,95621935045977,316.125,189.5,326.333,154.333
1153,95621950753821,316.778,189.111,327.333,154.333
1154,95621966403615,318,188.455,328.333,153.667
1155,95621981694822,318.545,188.455,329,153.5
1156,95622013330695,319.5,188.4,330,153.5
1157,95622028010622,322,187.5,330.5,153.5
1158,95622043790664,322,188.2,331.25,153
1159,95622060584556,323.25,187.833,332,152
1160,95622076298232,324,187.5,332.5,153
1161,95622091785486,324,187.5,333,152.5
1162,95622107755608,323.833,187.833,333.5,152.5
1163,95622138286668,323.667,188.333,0,0
1164,95622153846093,324.667,188.444,334,153.5
1165,95622168620817,325.071,188.143,334.333,153.333
1166,95622184271529,324.538,188.538,334.5,153.5
1167,95622199837866,324.933,188.6,334.5,154
1168,95622216623442,326.333,189.667,334.5,154.5
1169,95622232296834,326,189.5,334.5,155
1170,95622248005272,324.125,190,334.333,155.333
1171,95622278736159,324.429,190.429,334,155.5
1172,95622293344833,325.769,191.308,333.667,156.667
1173,95622310002402,323,194,334,157
1174,95622324728769,323.083,192.333,333,157
1175,95622341541939,322.714,193.143,332.667,158.667
1176,95622357275244,322.4,193.9,332,159.5
1177,95622371930871,321.091,194.636,331.5,159.5
1178,95622388290279,322.333,195.333,331,160.5
1179,95622418331181,319.8,196.2,330.333,161.333
1180,95622434332407,319.286,197.143,329.5,162.5
1181,95622450243669,318.417,197.833,328.5,163.5
1182,95622466574268,317.5,198.5,327.5,164.5
1183,95622482686653,316.429,199.143,326.75,165
1184,95622498208116,315.091,200.636,326,166
1185,95622527868291,316,202,325,166.5
1186,95622544359324,313.333,202.667,323.667,167.667
1187,95622560585892,311,202.5,322.667,168.667
1188,95622574872672,310.5,204.5,321.333,170.333
1189,95622591662622,0,0,320.333,171.333
1190,95622606360018,308.5,206.667,319.333,172.333
1191,95622623152452,308,207.5,318,173.5
1192,95622638928309,305.667,208.556,316.5,174.5
1193,95622653766726,304.167,209.167,315,176
1194,95622685047252,302.636,210.818,314,176.5
1195,95622699732849,301,212,312.5,177.5
1196,95622716367603,299.667,212.667,311.5,178.5
1197,95622731940771,298.444,214.222,309.5,179.5
1198,95622747694434,298,215.5,308.667,180.667
1199,95622778129509,295.333,216.333,307,181.5
1200,95622794357886,294.333,218.333,305.5,183.5
1201,95622810029550,291.889,218.444,304,184.5
1202,95622826128732,290.714,219.143,302.333,185.333
1203,95622840765000,289,220.5,301,186.5
1204,95622857308413,288.5,222,299,188
1205,95622872750739,285.5,222.5,298.333,188.333
1206,95622887860533,286,223.5,296.5,189.5
1207,95622903852120,282.667,224.5,295.333,190.333
1208,95622934119849,281.5,226.5,293.5,191.5
1209,95622949812276,279.667,226.556,292.333,192.333
1210,95622965482239,278.455,226.636,290.5,193.5
1211,95622982122447,276.5,228,289,194.5
1212,95622998069025,275.5,228.5,288,194.5
1213,95623012769931,273,229,286.5,195.5
1214,95623045225794,272.538,230.615,285.333,196.333
1215,95623060743531,272,232,284,197.5
1216,95623074554463,270,234,282.667,197.667
1217,95623090740774,268.5,232.5,281.5,198.5
1218,95623106358465,267.5,234.5,280,199.5
1219,95623122261330,265.5,232.5,279,199.5
1220,95623138398258,264.7,234.5,277.5,200.5
1221,95623153760151,263.5,234.5,276.5,201
1222,95623168746366,264,235.5,276,202
1223,95623201128195,261,234.5,274.667,201.667
1224,95623216808985,260.375,235.75,273.5,202.5
1225,95623231077486,259.909,236.364,272.667,202.667
1226,95623246852290,258.889,236.556,271.667,202.667
1227,95623263452052,257.857,237,271,204
1228,95623278741882,257.5,238.5,270.333,203.333
1229,95623293943665,256.714,237.143,269.5,204
1230,95623325373663,255.25,237.5,269,203.5
1231,95623341079293,255.5,238.5,268.5,203.5
1232,95623355774772,256,237.5,267.5,203.5
1233,95623371522981,256,238,267,203
1234,95623387082136,253.714,236.429,267,203.5
1235,95623403103288,253.667,238.333,266.5,203.5
1236,95623434505341,253.2,236.8,266.333,203.333
