frame,timestamp,framerate
0,16722035001981,6.33272e-05
1,16722185897124,6.62712
2,16722202859226,58.955
3,16722216388386,73.9144
4,16722232058160,63.8171
5,16722264503547,30.821
6,16722295927092,31.8233
7,16722311307291,65.0187
8,16722342931986,31.6209
9,16722364006728,47.4502
10,16722389179449,39.7255
11,16722419779035,32.6802
12,16722451021032,32.0082
13,16722467201457,61.8031
14,16722482176035,66.7798
15,16722513657738,31.7645
16,16722530067906,60.9378
17,16722544741947,68.1476
18,16722560458161,63.6286
19,16722576447696,62.5409
20,16722591513912,66.3737
21,16722622726587,32.0383
22,16722655224705,30.771
23,16722686599488,31.8727
24,16722702393219,63.3163
25,16722716962878,68.6358
26,16722732793140,63.1701
27,16722763322175,32.7557
28,16722782302068,52.6873
29,16722810453267,35.5225
30,16722826279182,63.1875
31,16722857696598,31.8295
32,16722888046623,32.9489
33,16722904454928,60.9447
34,16722919539018,66.295
35,16722936624051,58.5308
36,16722966901419,33.028
37,16722999218772,30.9431
38,16723017017361,56.1842
39,16723044291276,36.6651
40,16723061013672,59.8
41,16723076713551,63.6948
42,16723107711333,32.2604
43,16723137943611,33.0772
44,16723161395325,42.6408
45,16723186275447,40.1927
46,16723201758732,64.5858
47,16723217951145,61.7573
48,16723247480910,33.8641
49,16723263953151,60.7082
50,16723279688346,63.5518
51,16723311822774,31.1193
52,16723341202878,34.0366
53,16723357031520,63.1766
54,16723373436855,60.9558
55,16723389194514,63.4612
56,16723405257084,62.2565
57,16723420447770,65.8298
58,16723450898289,32.8402
59,16723466493678,64.1215
60,16723482347808,63.075
61,16723514430369,31.1696
62,16723544702661,33.0335
63,16723577076336,30.8893
64,16723608494427,31.8288
65,16723639866294,31.8757
66,16723655435385,64.2298
67,16723685667906,33.077
68,16723708095429,44.5881
69,16723732004739,41.8247
70,16723747504116,64.5187
71,16723780472277,30.3323
72,16723810235214,33.5988
73,16723842628140,30.8709
74,16723873834065,32.0452
75,16723890704664,59.2747
76,16723906539705,63.1511
77,16723934823906,35.3554
78,16723950259617,64.7848
79,16723967218452,58.9663
80,16723998798894,31.6652
81,16724029289400,32.7971
82,16724061562095,30.9859
83,16724091639096,33.248
84,16724111202297,51.1164
85,16724138529105,36.5941
86,16724169816732,31.9615
87,16724201235282,31.8283
88,16724217357711,62.0254
89,16724233566891,61.6934
90,16724262895587,34.0963
91,16724282016609,52.2985
92,16724311211493,34.2526
93,16724341703160,32.7958
94,16724360043639,54.5242
95,16724373049998,76.8855
96,16724389704246,60.0447
97,16724420170722,32.823
98,16724451568293,31.8496
99,16724482305471,32.5339
100,16724497977594,63.8076
101,16724530298106,30.9401
102,16724561697648,31.8476
103,16724592173952,32.8124
104,16724623330035,32.0965
105,16724641031019,56.494
106,16724669654475,34.9364
107,16724700951309,31.9521
108,16724733113871,31.0921
109,16724763761301,32.6292
110,16724794999086,32.0125
111,16724813233968,54.8399
112,16724841085683,35.9044
113,16724874118401,30.273
114,16724889218502,66.2247
115,16724905009452,63.3274
116,16724924042724,52.5396
117,16724935705374,85.7438
118,16724966457969,32.5176
119,16724989214649,43.9431
120,16725013708563,40.8265
121,16725030942231,58.026
122,16725044579553,73.3282
123,16725060499239,62.8153
124,16725076489584,62.5377
125,16725092044284,64.2893
126,16725123913518,31.3782
127,16725154682880,32.4999
128,16725173088348,54.3317
129,16725202424307,34.0879
130,16725219585210,58.272
131,16725234629151,66.4719
132,16725263164398,35.0444
133,16725294346482,32.0697
134,16725326991669,30.6324
135,16725357419400,32.8648
136,16725373065792,63.9125
137,16725403841958,32.4927
138,16725420731052,59.2098
139,16725440309292,51.0771
140,16725466613826,38.0163
141,16725483319266,59.8607
142,16725498814431,64.5363
143,16725516225327,57.4353
144,16725544755903,35.0501
145,16725560735097,62.5814
146,16725582147420,46.7021
147,16725606949485,40.3192
148,16725622371723,64.8414
149,16725639215727,59.3683
150,16725655271898,62.2813
151,16725686090562,32.4479
152,16725716351541,33.0459
153,16725738172752,45.827
154,16725763684026,39.1984
155,16725794888682,32.0465
156,16725810922281,62.369
157,16725827530980,60.2094
158,16725841812981,70.0182
159,16725857893074,62.1887
160,16725889513449,31.6252
161,16725920134635,32.6571
162,16725939040332,52.8941
163,16725967954524,34.5851
164,16725990458052,44.4375
165,16726013415504,43.5588
166,16726028838471,64.8384
167,16726044455865,64.0312
168,16726060322307,63.0261
169,16726091686290,31.8837
170,16726123234170,31.6979
171,16726155587244,30.909
172,16726170449043,67.2866
173,16726186633788,61.7866
174,16726201862409,65.6658
175,16726216436658,68.6142
176,16726248273546,31.4101
177,16726263521121,65.5842
178,16726281082758,56.9423
179,16726311375057,33.0117
180,16726342845366,31.776
181,16726374449271,31.6417
182,16726391098902,60.0614
183,16726420529955,33.9777
184,16726451014575,32.8034
185,16726483477890,30.804
186,16726514435226,32.3025
187,16726546231020,31.4507
188,16726561120602,67.1611
189,16726592310219,32.062
190,16726623800481,31.7558
191,16726654219491,32.8742
192,16726685344200,32.1288
193,16726701980844,60.1083
194,16726717221642,65.6134
195,16726733369532,61.9276
196,16726763893572,32.7611
197,16726795992981,31.1532
198,16726826204442,33.1
199,16726845006594,53.1854
200,16726874395662,34.0263
201,16726903654806,34.1773
202,16726920069672,60.9204
203,16726936680396,60.2021
204,16726950947574,70.0909
205,16726966682688,63.5521
206,16726998885642,31.0531
207,16727014648971,63.4384
208,16727029905996,65.5436
209,16727060783358,32.3862
210,16727092989660,31.0498
211,16727124010338,32.2366
212,16727144087214,49.8085
213,16727170206069,38.2865
214,16727185163259,66.8575
215,16727201431461,61.4696
216,16727216214825,67.6436
217,16727232799062,60.2982
218,16727264307306,31.7377
219,16727279055570,67.8046
220,16727301202239,45.1535
221,16727327031357,38.716
222,16727358311424,31.9692
223,16727376353553,55.4258
224,16727404619988,35.3776
225,16727437012050,30.8718
226,16727467455144,32.8482
227,16727498673246,32.0327
228,16727529182814,32.7766
229,16727560628337,31.801
230,16727592997179,30.8939
231,16727607300024,69.9162
232,16727630976567,42.2359
233,16727654896353,41.8064
234,16727686139646,32.0069
235,16727717521638,31.8654
236,16727733899298,61.0588
237,16727749432911,64.3765
238,16727768248698,53.1469
239,16727781145086,77.5411
240,16727811208533,33.263
241,16727841670230,32.8281
242,16727859877950,54.9218
243,16727888990457,34.3495
244,16727904562275,64.2186
245,16727920395480,63.1584
246,16727952144456,31.4971
247,16727982619464,32.8138
248,16728014797578,31.077
249,16728045448599,32.6253
250,16728076681362,32.0177
251,16728107229891,32.7348
252,16728138482526,31.9973
253,16728154299369,63.2237
254,16728170843322,60.445
255,16728186751263,62.8617
256,16728201105084,69.6679
257,16728217497270,61.0047
258,16728248113812,32.6621
259,16728264425403,61.3061
260,16728296261616,31.4108
261,16728327594468,31.9154
262,16728357034107,33.9678
263,16728374514393,57.2073
264,16728403925574,34.0007
265,16728436174590,31.0087
266,16728453425403,57.9683
267,16728468474069,66.4511
268,16728498428841,33.3837
269,16728530573610,31.1093
270,16728560121600,33.8432
271,16728591448728,31.9212
272,16728607921374,60.7067
273,16728623276409,65.1252
274,16728654452796,32.0756
275,16728670648422,61.7451
276,16728686083728,64.7865
277,16728701538501,64.7049
278,16728732857772,31.9292
