frame,timestamp,green_x,green_y,red_x,red_y
591,29163449859309,306.625,189.25,304,226
592,29163480039072,306.625,189.25,304,226
593,29163495895389,306.625,189.25,303.5,225.5
594,29163512227257,306.444,189.111,303.5,225.5
595,29163528660699,306.625,189.25,303.5,225.5
596,29163558916062,306.444,189.111,303.5,225.5
597,29163588641388,306.625,189.25,303.5,225.5
598,29163620257524,306.444,189.111,304,226
599,29163651672456,306.444,189.111,304,226
600,29163683223765,306.625,189.25,303.5,225.5
601,29163715396209,306.444,189.111,303.5,225.5
602,29163732147171,306.444,189.111,303.5,225.5
603,29163760753482,306.444,189.111,303.5,225.5
604,29163793148271,306.444,189.111,303.5,225.5
605,29163823286643,306.625,189.25,303.5,225.5
606,29163842009577,306.444,189.111,303.5,225.5
607,29163870502191,306.417,188.75,303.5,225.5
608,29163886950915,306.444,189.111,303.5,225.5
609,29163917941218,306.25,189,303.5,225.5
610,29163949625313,306.4,188.7,303.5,225.5
611,29163966053598,306.273,188.636,303.5,225.5
612,29163980542608,306.273,188.636,303.5,225.5
613,29163994751817,306.417,188.75,303.5,225.5
614,29164011490494,306.1,188.6,303.5,225.5
615,29164026466908,306.417,188.75,303.5,225.5
616,29164057690032,306.417,188.75,303.5,225.5
617,29164089565881,306.1,188.6,303.5,225.5
618,29164104700731,306.1,188.6,303.5,225.5
619,29164123055331,306.417,188.75,303.5,225.5
620,29164137795549,306.1,188.6,303.5,225.5
621,29164153860495,306.1,188.6,303.5,225.5
622,29164170525759,306.1,188.6,303.5,225.5
623,29164199070348,306.1,188.6,303.5,225.5
624,29164231208718,306.1,188.6,304,226
625,29164261910526,306.1,188.6,303.5,225.5
626,29164278311595,306.1,188.6,304,226
627,29164307590098,306.1,188.6,303.667,225.333
628,29164325962221,305.571,188.714,303.5,225.5
629,29164339948302,305.571,188.714,304,225.5
630,29164354954038,306.182,188.727,304,225
631,29164370243409,305.571,188.714,304,225
632,29164388457393,306.3,188.8,304,225
