Basler_acA2040-55uc
Tracking height (px): 500 | Tracking width (px): 500
File creation timestamp:  2017-11-28 19:22:24
frame,cam_timestamp,green_x,green_y,red_x,red_y
121,4.26961e+09,57,455,1,486
122,4.65034e+06,57,455,1,486
123,3.46569e+07,27,477,1,486
124,6.46673e+07,11,491,1,486
125,9.46781e+07,11,491,1,486
126,1.24692e+08,9,493,1,486
128,1.84714e+08,437,463,1,486
129,2.14722e+08,9,493,1,486
130,2.44737e+08,8,494,1,486
131,2.74749e+08,9,493,1,486
132,3.04761e+08,9,493,1,486
133,3.34771e+08,9,493,1,486
134,3.64779e+08,7,495,1,486
135,3.94792e+08,7,495,1,486
136,4.24803e+08,7,495,1,486
137,4.54814e+08,8,494,1,486
138,4.84823e+08,175,347,479,493
140,5.44851e+08,61,449,1,486
142,6.0487e+08,37,469,1,486
143,6.3488e+08,5,497,1,486
144,6.64888e+08,5,497,1,486
145,6.94903e+08,5,497,1,486
146,7.24913e+08,5,497,1,486
147,7.54927e+08,5,497,1,486
148,7.84937e+08,5,497,1,486
149,8.14944e+08,5,497,1,486
150,8.44953e+08,5,497,1,486
151,8.74964e+08,5,497,1,486
152,9.04975e+08,5,497,1,486
153,9.34984e+08,5,497,1,486
154,9.64995e+08,21,481,1,486
155,9.95005e+08,21,481,1,486
156,1.02501e+09,21,481,1,486
157,1.05503e+09,53,457,1,486
158,1.08504e+09,429,466,1,486
159,1.11505e+09,21,481,1,486
160,1.14506e+09,53,457,1,486
161,1.17507e+09,21,481,1,486
162,1.20508e+09,21,481,1,486
163,1.23509e+09,21,481,1,486
164,1.26511e+09,21,481,1,486
165,1.29512e+09,3,499,1,486
166,1.32513e+09,21,481,1,486
167,1.35514e+09,21,481,1,486
168,1.38515e+09,29,475,1,486
169,1.41516e+09,29,475,1,486
170,1.44517e+09,435,456,1,486
171,1.47518e+09,21,481,1,486
172,1.50519e+09,67,403,1,486
173,1.5352e+09,21,481,1,486
174,1.56521e+09,21,481,1,486
175,1.59522e+09,21,481,1,486
176,1.62524e+09,21,481,1,486
177,1.65525e+09,21,481,1,486
178,1.68526e+09,21,481,1,486
179,1.71527e+09,147,365,1,486
180,1.74528e+09,53,457,1,486
181,1.77529e+09,39,467,1,486
182,1.8053e+09,23,479,1,486
183,1.83532e+09,23,479,1,486
184,1.86533e+09,23,479,1,486
185,1.89534e+09,23,479,1,486
186,1.92535e+09,23,479,1,486
187,1.95536e+09,23,479,1,486
188,1.98537e+09,31,473,1,486
189,2.01538e+09,39,467,1,486
190,2.04539e+09,39,467,1,486
191,2.0754e+09,31,473,1,486
192,2.10541e+09,23,479,1,486
193,2.13542e+09,23,479,1,486
194,2.16544e+09,23,479,1,486
195,2.19545e+09,23,479,1,486
196,2.22546e+09,23,479,1,486
197,2.25546e+09,23,479,1,486
198,2.28548e+09,23,479,1,486
199,2.31549e+09,23,479,1,486
200,2.3455e+09,23,479,1,486
201,2.37551e+09,23,479,1,486
202,2.40552e+09,69,439,1,486
203,2.43553e+09,23,479,1,486
204,2.46554e+09,23,479,1,486
205,2.49555e+09,23,479,1,486
206,2.52557e+09,77,385,1,486
207,2.55558e+09,55,455,1,486
208,2.58559e+09,55,455,1,486
209,2.61559e+09,85,421,1,486
210,2.64561e+09,436,463,1,486
211,2.67562e+09,23,479,1,486
212,2.70563e+09,55,455,1,486
213,2.73564e+09,23,479,1,486
214,2.76565e+09,9,437,1,486
214,2.76565e+09,81,425,1,486
215,2.79566e+09,57,453,1,486
216,2.82567e+09,105,401,1,486
217,2.85568e+09,108,398,1,486
218,2.88569e+09,107,399,1,486
219,2.91571e+09,15,485,1,486
220,2.94572e+09,77,385,1,486
221,2.97573e+09,49,459,1,486
222,3.00574e+09,15,485,1,486
223,3.03575e+09,15,485,1,486
224,3.06576e+09,25,477,1,486
225,3.09577e+09,33,471,1,486
226,3.12578e+09,15,485,1,486
227,3.15579e+09,15,485,1,486
228,3.1858e+09,15,485,1,486
229,3.21581e+09,15,485,1,486
230,3.24582e+09,15,485,1,486
231,3.27584e+09,25,477,1,486
232,3.30585e+09,15,485,1,486
233,3.33586e+09,15,485,1,486
234,3.36587e+09,33,471,1,486
235,3.39588e+09,33,471,1,486
236,3.42589e+09,65,443,1,486
237,3.4559e+09,30,463,1,486
238,3.48591e+09,51,457,1,486
239,3.51592e+09,51,457,477,496
241,3.57595e+09,63,445,1,486
243,3.63597e+09,51,457,1,486
245,3.69599e+09,63,445,1,486
246,3.726e+09,51,457,1,486
247,3.75601e+09,429,468,1,486
248,3.78602e+09,433,456,1,486
249,3.81603e+09,63,445,1,486
250,3.84604e+09,51,457,1,486
251,3.87605e+09,432,459,1,486
252,3.90606e+09,15,485,1,486
254,3.96609e+09,15,485,1,486
255,3.99609e+09,49,459,1,486
256,4.02611e+09,49,459,1,486
257,4.05612e+09,23,479,1,486
258,4.08614e+09,31,473,1,486
259,4.11615e+09,5,497,1,486
260,4.14615e+09,7,495,1,486
261,4.17616e+09,5,497,1,486
262,4.20617e+09,15,485,1,486
263,4.23619e+09,59,449,1,486
264,4.26619e+09,11,489,1,486
265,1.23797e+06,35,469,1,486
266,3.12484e+07,51,457,1,486
267,6.12583e+07,17,421,1,486
268,9.12765e+07,9,491,1,486
269,1.21287e+08,24,461,1,486
270,1.51297e+08,23,477,1,486
271,1.81303e+08,5,495,1,486
273,2.41328e+08,11,489,1,486
274,2.71338e+08,5,497,1,486
275,3.01348e+08,31,473,1,486
276,3.3136e+08,29,475,1,486
277,3.61368e+08,5,412,1,486
278,3.91383e+08,15,487,1,486
280,4.51407e+08,15,487,1,486
281,4.81418e+08,444,465,1,486
282,5.11425e+08,35,471,1,486
283,5.41434e+08,69,441,1,486
284,5.71446e+08,73,437,1,486
285,6.01456e+08,69,441,1,486
286,6.31466e+08,73,437,1,486
287,6.61481e+08,7,497,1,486
288,6.91491e+08,7,497,1,486
289,7.21508e+08,117,397,1,486
290,7.51513e+08,27,477,1,486
292,8.11531e+08,8,494,1,486
293,8.41546e+08,11,489,1,486
294,8.7156e+08,41,463,1,486
295,9.01576e+08,461,458,1,486
296,9.31585e+08,456,456,1,486
297,9.61594e+08,5,412,1,486
298,9.91601e+08,59,363,0,0
299,1.02161e+09,1,479,0,0
300,1.05162e+09,3,475,0,0
301,1.08163e+09,23,433,0,0
302,1.11164e+09,59,363,1,486
303,1.14165e+09,16,415,1,486
304,1.17166e+09,67,335,1,486
305,1.20168e+09,59,363,1,486
306,1.23169e+09,27,379,1,486
307,1.2617e+09,77,385,1,486
308,1.29171e+09,24,461,1,486
309,1.32172e+09,5,412,1,486
310,1.35173e+09,57,367,1,486
311,1.38174e+09,24,461,1,486
312,1.41175e+09,211,487,1,486
313,1.44176e+09,16,415,1,486
314,1.47177e+09,15,403,1,486
315,1.50179e+09,46,397,1,486
316,1.5318e+09,5,412,1,486
317,1.56181e+09,16,415,1,486
318,1.59182e+09,24,461,1,486
319,1.62183e+09,59,363,1,486
320,1.65184e+09,16,415,1,486
321,1.68185e+09,46,397,1,486
322,1.71186e+09,91,371,1,486
323,1.74187e+09,16,415,1,486
324,1.77189e+09,69,389,1,486
325,1.8019e+09,57,367,1,486
326,1.83191e+09,59,363,344,432
327,1.86192e+09,49,409,0,0
328,1.89193e+09,33,431,0,0
330,1.95195e+09,53,407,0,0
331,1.98196e+09,73,369,0,0
332,2.01198e+09,46,397,240,469
333,2.04199e+09,19,449,0,0
334,2.072e+09,17,451,269,178
335,2.10201e+09,27,437,0,0
336,2.13202e+09,15,403,0,0
337,2.16203e+09,1.75,333,0,0
338,2.19204e+09,15,403,0,0
339,2.22205e+09,56,401,0,0
340,2.25206e+09,31,342,0,0
341,2.28207e+09,9,453,0,0
342,2.31208e+09,14,391,0,0
343,2.34209e+09,16,415,0,0
344,2.3721e+09,59,363,0,0
345,2.40212e+09,57,367,0,0
346,2.43213e+09,59,363,0,0
347,2.46214e+09,21,393,0,0
348,2.49215e+09,9,437,0,0
349,2.52216e+09,1,332,0,0
350,2.55218e+09,7,357,0,0
351,2.58219e+09,1,332,0,0
352,2.6122e+09,16,415,0,0
353,2.64221e+09,27,357,0,0
354,2.67222e+09,27,358,0,0
355,2.70223e+09,7,357,0,0
356,2.73225e+09,5,336,0,0
357,2.76226e+09,21,393,201,419
358,2.79227e+09,1.75,333,211,407
359,2.82228e+09,21,393,351,381
360,2.85229e+09,27,358,216,403
361,2.8823e+09,5,412,0,0
362,2.91231e+09,21,393,215,405
363,2.94232e+09,21,393,216,405
364,2.97234e+09,2,407,222,397
365,3.00235e+09,1,332,235,379
366,3.03236e+09,27,387,226,392
368,3.09238e+09,37,375,228,388
369,3.12239e+09,1,332,223,395
370,3.15241e+09,63,457,224,392
371,3.18242e+09,27,358,0,0
372,3.21244e+09,3,334,241,369
373,3.24245e+09,35,375,234,376
374,3.27245e+09,87,333,0,0
375,3.30246e+09,13,341,220,407
376,3.33247e+09,7,357,236,371
377,3.36249e+09,21,389,0,0
378,3.3925e+09,9,409,229,377
379,3.42251e+09,1,332,225,383
380,3.45252e+09,5,412,230,375
381,3.48253e+09,1,332,226,376
382,3.51255e+09,1,332,213,410
383,3.54256e+09,11,403,219,398
384,3.57257e+09,31,342,228,371
385,3.60258e+09,1,419,219,397
386,3.63259e+09,5,412,227,369
387,3.6626e+09,17,395,220,376
388,3.69261e+09,13,403,211,426
389,3.72262e+09,31,342,218,392
390,3.75263e+09,25,387,0,0
391,3.78264e+09,25,387,218,392
392,3.81265e+09,19,393,218,378
393,3.84266e+09,63,457,222,374
394,3.87267e+09,61,343,233,361.25
395,3.90269e+09,1,332,233,362
396,3.93269e+09,13,403,231,366
397,3.96271e+09,31,342,228,373
398,3.99272e+09,41,357,0,0
399,4.02273e+09,55,349,236,364
400,4.05274e+09,53,351,233,369
401,4.08275e+09,63,345,233,369
402,4.11276e+09,5,336,220,407
403,4.14277e+09,61,347,231,375
404,4.17278e+09,19,393,239,365
405,4.20279e+09,35,367,220,426
406,4.2328e+09,19,393,241,361
407,4.26282e+09,35,367,226,402
408,4.29283e+09,55,351,357,333
409,2.7878e+07,61,347,229,384
410,5.7888e+07,7,357,225,403
411,8.78953e+07,41,359,236,372
412,1.17905e+08,5,412,225,407
413,1.47915e+08,1,332,0,0
414,1.7793e+08,29,330,229,386
415,2.07939e+08,1,332,233,378
416,2.3795e+08,67,335,232,379
417,2.67961e+08,1,332,236,374
418,2.97974e+08,1.75,333,0,0
419,3.27993e+08,17,397,237,371
420,3.58004e+08,35,365,225,390
421,3.88013e+08,53,351,239,367
422,4.18023e+08,37,361,227,387
423,4.4803e+08,39,359,230,383
424,4.78043e+08,37,361,229,384
425,5.08056e+08,37,361,232,379
426,5.38064e+08,5,412,235,372
427,5.68076e+08,5,412,224,406
428,5.98085e+08,5,412,220,439
429,6.281e+08,37,361,233,379
430,6.58111e+08,13,405,0,0
431,6.88127e+08,39,359,225,406
432,7.18132e+08,15,399,233,379
433,7.48138e+08,41,357,232,381
434,7.78152e+08,17,395,231,385
435,8.08163e+08,2,407,0,0
436,8.38173e+08,65,455,238,375
437,8.68183e+08,65,455,236,377.6
438,8.98197e+08,19,393,229,390
439,9.28208e+08,63,457,221,431
440,9.58218e+08,5,415,226,412
441,9.88228e+08,3,417,234.5,383
443,1.04825e+09,3,417,235,383
444,1.07826e+09,3,417,222,439
445,1.10827e+09,2.375,332.5,239,380
445,1.10827e+09,17,395,239,380
