frame,timestamp,framerate
0,264981280353039,3.79225e-06
1,264981518955819,4.19107
2,264981555002034,27.7422
3,264981596896665,23.8694
4,264981629361033,30.803
5,264981677653827,20.707
6,264981722887359,22.1075
7,264981769307676,21.5423
8,264981799739349,32.8605
9,264981831370848,31.6141
10,264981862426626,32.2001
11,264981911235282,20.4882
12,264981956544657,22.0705
13,264981988919304,30.8884
14,264982023771255,28.6928
15,264982053245589,33.9278
16,264982083023970,33.5814
17,264982128044337,22.2122
18,264982162113315,29.3522
19,264982207018149,22.2693
20,264982240353510,29.9982
21,264982269759399,34.0068
22,264982300749378,32.2685
23,264982332205215,31.7906
24,264982378252797,21.7167
25,264982409669403,31.8303
26,264982440425211,32.5142
27,264982473062919,30.6394
28,264982505039181,31.2732
29,264982534852959,33.5415
30,264982585297923,19.8236
31,264982630409766,22.1671
32,264982660879671,32.8193
33,264982711601088,19.7155
34,264982741320150,33.6484
35,264982772040183,32.552
36,264982830968034,16.9699
37,264982879032462,20.8054
38,264982929238638,19.9179
39,264982959018180,33.5801
40,264982989460923,32.8486
41,264983020029162,32.7137
42,264983051138184,32.145
43,264983081699511,32.7211
44,264983129921214,20.7376
45,264983180464782,19.7849
46,264983237726355,17.4637
47,264983288160222,19.8279
48,264983318607204,32.844
49,264983347269351,34.8892
50,264983379939513,30.609
51,264983411200653,31.9886
52,264983441282055,33.2431
53,264983473164573,31.3652
54,264983504239602,32.1802
55,264983534935065,32.5781
56,264983565897477,32.2972
57,264983611082274,22.1313
58,264983660358165,20.2939
59,264983694451362,29.3314
60,264983723761725,34.1176
61,264983753284497,33.8722
62,264983800359996,21.2425
63,264983857052679,17.639
64,264983893391871,27.5185
65,264983925824379,30.8333
66,264983957087760,31.9863
67,264983987381652,33.01
68,264984018601293,32.0311
69,264984066294444,20.9674
70,264984115759362,20.2163
71,264984176057922,16.5841
72,264984237244593,16.3434
73,264984269427648,31.0723
74,264984300308142,32.3829
75,264984331862232,31.6916
76,264984383933028,19.2046
77,264984426319194,23.5926
78,264984457679262,31.8877
79,264984489027261,31.9
80,264984537080835,20.8101
81,264984567861969,32.4874
82,264984627889665,16.659
83,264984676121736,20.7331
84,264984721774416,21.9045
85,264984753480813,31.5394
86,264984784693029,32.0387
87,264984829852311,22.1438
88,264984863567940,29.6598
89,264984894092385,32.7606
90,264984926277978,31.0698
91,264984956751447,32.8154
92,264984989775066,30.2814
93,264985034734035,22.2425
94,264985081276203,21.4859
95,264985112855619,31.6662
96,264985143712623,32.4076
97,264985175212389,31.7463
98,264985206462675,31.9997
99,264985238034477,31.6738
