Basler_acA2040-55uc
Tracking height (px): 500 | Tracking width (px): 500
First frame system timestamp:  2017-11-30_11-31-48
frame,cam_timestamp,sys_timestamp,green_x,green_y,red_x,red_y
1,4479942257613,777530880893054,145,499,0,0
2,4479972264684,777531092940938,145,499,0,0
3,4480002279261,777531109565306,153,493,0,0
4,4480032294621,777531124258021,145,499,0,0
5,4480062309738,777531139002634,145,499,0,0
6,4480092324342,777531155672343,145,499,0,0
7,4480122335517,777531171354837,187,469,0,0
8,4480152342885,777531186355522,187,469,0,0
9,4480182357138,777531201797059,77,452,0,0
10,4480212368583,777531217443339,165,485,0,0
11,4480242384105,777531233122412,165,485,0,0
12,4480272396144,777531248883895,165,485,0,0
13,4480302409776,777531264567245,165,485,0,0
14,4480332420924,777531280244892,165,485,0,0
15,4480362432963,777531301020862,61,433,0,0
16,4480392442545,777531331053027,159,489,0,0
17,4480422454044,777531361098881,165,485,0,0
18,4480452465813,777531391093691,165,485,0,0
19,4480482479742,777531421843311,165,485,0,0
20,4480512491214,777531451135780,77,452,0,0
21,4480542502983,777531482900845,129,439,0,0
22,4480572512835,777531515258751,203,457,0,0
23,4480602519933,777531546666514,129,439,0,0
24,4480632531702,777531577047427,165,485,0,0
25,4480662541635,777531608835304,159,489,0,0
26,4480692557076,777531639205381,159,489,0,0
27,4480722572625,777531661233475,159,489,0,0
28,4480752582828,777531691301285,159,489,0,0
29,4480782590007,777531721217392,151,495,0,0
30,4480812597402,777531751288624,151,495,0,0
31,4480842611682,777531781215852,151,495,0,0
32,4480872627150,777531811856543,171,481,0,0
33,4480902639567,777531841399379,151,495,0,0
34,4480932654171,777531874639276,129,439,0,0
35,4480962669693,777531904817442,201,459,0,0
36,4480992685161,777531936184428,77,452,0,0
37,4481022699441,777531968703733,201,459,0,0
38,4481052706863,777532000065300,157,491,0,0
39,4481082713907,777532030484709,157,491,0,0
40,4481112728484,777532061995129,149,497,0,0
41,4481142743817,777532092495808,169,483,0,0
42,4481172758988,777532111370065,169,483,0,0
43,4481202773565,777532141502321,169,483,0,0
44,4481232784740,777532171444662,59,442,0,0
45,4481262792135,777532203354872,59,442,0,0
46,4481292802284,777532232821571,183,473,0,0
47,4481322817833,777532264220494,183,473,0,0
48,4481352833355,777532295603449,169,483,0,0
49,4481382845421,777532321532205,149,497,0,0
50,4481412875307,777532351497074,169,483,0,0
51,4481442886482,777532381499583,149,497,0,0
52,4481472898872,777532411502948,59,442,0,0
53,4481502912288,777532441523707,163,487,0,0
54,4481532919845,777532471543897,77,452,0,0
55,4481562927240,777532501559238,59,442,0,0
56,4481592941466,777532531552908,201,459,0,0
